polygon.started,polygon.stopped,polygon_2.started,polygon_2.stopped,polygon_3.started,polygon_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.948470608999742,None,11.948470608999742,None,11.948470608999742,None,,,,,,,
