square1.started,square1.stopped,text.started,text.stopped,text_2.started,text_2.stopped,dots.started,dots.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.862931773000128,None,9.862931773000128,None,10.017740167000284,10.931106402000296,10.017740167000284,None,,,,,,,
